Papel   Cotacao P/L        P/VP    PSR        DY      P/Ativo    P/Cap.Giro P/EBIT     P/ACL       EV/EBIT     EV/EBITDA Mrg.Ebit    Mrg.Liq.    Liq.Corr. ROIC        ROE   Liq.2meses
NTCO3   16.22   4.74       0.80    0.682      0.00    0.445      2.86       14.54      -4.44       14.17       5.53    0.0469      0.1439      1.82    0.0404      0.1695 150300000.00
FRAS4   5.79    4.81       0.81    0.461      0.00    0.396      1.12       2.65       4.31        2.41        1.99    0.1741      0.0973      2.44    0.2312      0.1686 0.00   
BOBR4   1.99    4.83       -7.21   0.352      0.00    0.576      -6.01      2.41       -0.97       4.10        3.61    0.1459      0.0728      0.84    0.314       -1.492 76737.20
GGBR4   22.35   4.83       0.78    0.544      0.0716  0.514      1.93       3.79       7.45        4.32        3.33    0.1437      0.1132      2.93    0.1602      0.1607 225144000.00
CIEL3   3.73    4.84       0.85    1.544      0.082   0.105      0.82       6.52       2.81        10.09       7.71    0.237       0.3188      1.17    0.0532      0.1748 119049000.00
MTSA4   48.49   4.89       0.99    0.663      0.0692  0.760      1.33       4.73       1.39        3.34        2.96    0.1401      0.1356      3.77    0.2412      0.202 206627.00
BMEB3   15.70   4.90       1.13    0.000      0.0465  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.2308 10450.80
POSI3   6.67    4.95       0.65    0.265      0.0771  0.226      0.62       2.50       1.47        4.82        4.23    0.1057      0.0548      1.83    0.1288      0.1321 11722500.00
EQMA3B  28.00   4.97       1.26    0.837      0.0996  0.510      13.53      3.47       -1.67       4.84        4.09    0.2411      0.1686      1.15    0.1737      0.2531 8440.10
EPAR3   10.60   4.97       1.27    0.327      0.1172  1.110      2.44       13.26      3.14        11.72       10.26   0.0247      0.0658      18.54   0.0971      0.2558 41277.50
PINE4   3.74    5.00       0.72    0.000      0.0433  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1449 1006830.00
SAPR3   4.96    5.03       0.79    1.235      0.0684  0.409      9.50       2.83       -1.22       4.49        3.82    0.4362      0.2453      1.41    0.1585      0.1568 1465660.00
EEEL4   410.00  5.04       2.60    2.363      0.00    0.734      7.19       4.62       -1.54       6.19        6.11    0.5111      0.4686      1.74    0.1759      0.5167 0.00   
COCE6   35.00   5.07       0.64    0.313      0.00    0.208      -1.58      1.87       -0.46       5.64        4.15    0.1672      0.0619      0.64    0.1266      0.1268 0.00   
CAMB3   9.30    5.12       1.79    0.822      0.0298  1.110      4.76       3.55       10.80       3.78        3.41    0.2315      0.1606      1.93    0.3341      0.3503 789027.00
EUCA3   15.24   5.14       0.64    0.532      0.0471  0.355      2.25       3.60       -5.31       4.92        3.01    0.1476      0.1036      1.71    0.1109      0.1246 17153.30
EEEL3   421.01  5.17       2.67    2.426      0.00    0.753      7.38       4.75       -1.58       6.31        6.23    0.5111      0.4686      1.74    0.1759      0.5167 0.00   
SAPR11  25.59   5.19       0.81    1.274      0.0716  0.422      9.80       2.92       -1.26       4.58        3.89    0.4362      0.2453      1.41    0.1585      0.1568 31300100.00
NEOE3   19.00   5.21       0.78    0.520      0.0609  0.237      18.92      2.53       -0.51       6.68        5.23    0.206       0.1013      1.06    0.1063      0.1501 31070100.00
EUCA4   15.50   5.22       0.65    0.541      0.051   0.361      2.29       3.67       -5.40       4.98        3.05    0.1476      0.1036      1.71    0.1109      0.1246 543096.00
SAPR4   5.15    5.23       0.82    1.282      0.0725  0.425      9.86       2.94       -1.27       4.60        3.91    0.4362      0.2453      1.41    0.1585      0.1568 11520400.00
MOAR3   388.00  5.38       3.12    0.000      0.041   1.469      3.75       -165.09    349.88      -145.43     -146.40 0.00        0.00        3.76    -0.0182     0.5802 3867.48
CSMG3   18.44   5.43       0.89    1.002      0.0905  0.500      7.01       4.19       -2.06       6.19        4.23    0.2392      0.1847      1.58    0.1346      0.1638 40612800.00
CEBR3   14.80   5.48       1.02    3.686      0.1792  0.730      1.66       14.89      1.75        5.46        4.88    0.2476      0.8086      6.09    0.0922      0.1863 165569.00
ROMI3   12.37   5.49       0.97    0.797      0.076   0.482      1.38       6.04       4.28        8.77        6.76    0.1319      0.1458      2.31    0.0955      0.1762 4722170.00
CEBR5   14.91   5.52       1.03    3.713      0.1778  0.735      1.67       15.00      1.76        5.57        4.98    0.2476      0.8086      6.09    0.0922      0.1863 73028.70
RANI3   10.36   5.52       1.98    1.578      0.0824  0.735      2.97       4.88       -2.48       6.88        5.73    0.3234      0.2858      3.91    0.1871      0.3581 10855800.00
PINE3   4.16    5.56       0.81    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1449 0.00   
BPIA3   6.10    5.64       1.06    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1884 0.00   
DSUL3   7.95    5.65       0.97    0.879      0.00    0.721      1.93       2.37       2.70        1.27        1.27    0.3713      0.1602      3.50    0.4891      0.1725 0.00   
POMO3   4.78    5.68       1.34    0.705      0.0782  0.595      1.83       5.57       10.88       6.84        5.87    0.1265      0.1251      2.16    0.1458      0.2364 1206930.00
RNPT4   31.81   5.74       0.39    0.467      0.00    0.379      57.01      56.10      57.01       56.05       56.05   0.0083      0.0813      1.38    0.0068      0.0672 0.00   
RNPT3   31.87   5.75       0.39    0.468      0.00    0.380      57.12      56.21      57.12       56.15       56.15   0.0083      0.0813      1.38    0.0068      0.0672 0.00   
MTRE3   4.70    5.75       0.51    0.546      0.1615  0.229      0.44       9.60       0.77        19.68       17.13   0.0568      0.0943      2.65    0.0257      0.0885 6178650.00
EALT4   8.80    5.86       0.86    0.415      0.0429  0.361      18.66      4.18       -1.77       6.56        4.62    0.0992      0.0708      1.05    0.0939      0.1461 59305.60
ELPL3   49.32   5.88       4.06    0.503      0.00    0.333      -5.62      2.55       -0.51       4.12        3.30    0.1974      0.0855      0.81    0.15        0.6898 0.00   
CGRA3   25.14   5.88       0.58    0.753      0.0791  0.417      1.55       6.23       2.69        4.51        3.36    0.1209      0.1281      2.66    0.0832      0.098 124783.00
BGIP4   21.95   5.97       0.60    0.000      0.1612  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1009 14260.40
BRSR6   12.07   6.04       0.52    0.000      0.078   0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0862 23058800.00
ABCB4   21.89   6.05       0.86    0.000      0.0551  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1429 11685700.00
COCE5   41.84   6.06       0.77    0.375      0.0074  0.248      -1.89      2.24       -0.56       6.01        4.41    0.1672      0.0619      0.64    0.1266      0.1268 814148.00
CGRA4   25.90   6.06       0.59    0.776      0.0767  0.430      1.60       6.42       2.77        4.69        3.50    0.1209      0.1281      2.66    0.0832      0.098 172275.00
EALT3   9.10    6.06       0.89    0.429      0.0377  0.373      19.30      4.33       -1.83       6.71        4.72    0.0992      0.0708      1.05    0.0939      0.1461 2223.98
PLAS3   7.02    6.07       -0.24   0.095      0.00    0.131      -0.34      -3.27      -0.10       -13.97      13.74   -0.0291     0.0157      0.43    -0.0465     -0.0402 960.15 
JALL3   7.94    6.08       1.21    1.426      0.0541  0.368      1.44       10.10      -1.19       21.63       5.66    0.1412      0.2348      2.96    0.0435      0.1987 6497190.00
TIET11  17.44   6.09       3.13    3.010      0.00    0.638      1434.52    5.02       -1.05       8.78        6.62    0.5993      0.4991      1.00    0.1397      0.5145 0.00   
TIET3   3.49    6.09       3.13    3.012      0.00    0.638      1435.34    5.03       -1.05       8.78        6.63    0.5993      0.4991      1.00    0.1397      0.5145 0.00   
LEVE3   32.40   6.12       2.80    0.989      0.3082  1.394      4.52       5.39       9.57        5.36        4.77    0.1837      0.1613      1.91    0.3602      0.4573 34016800.00
TIET4   3.51    6.13       3.15    3.029      0.00    0.642      1443.57    5.06       -1.05       8.81        6.65    0.5993      0.4991      1.00    0.1397      0.5145 0.00   
CEBR6   16.63   6.15       1.15    4.141      0.1754  0.820      1.87       16.73      1.97        7.30        6.53    0.2476      0.8086      6.09    0.0922      0.1863 290984.00
DEXP4   10.45   6.16       1.42    0.545      0.0261  0.692      1.54       4.81       2.92        4.21        3.68    0.1134      0.1061      3.17    0.2252      0.2311 18714.10
STBP11  14.40   6.19       1.14    1.285      0.00    0.543      10.91      4.28       -1.64       4.02        2.93    0.3004      0.2077      1.35    0.1493      0.1836 0.00   
RECV3   19.66   6.19       1.30    1.987      0.0538  0.834      42.07      6.17       -4.86       6.38        4.11    0.322       0.3208      1.12    0.1605      0.2102 56949800.00
BRSR3   12.60   6.30       0.54    0.000      0.0747  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0862 98893.40
CMIG3   15.24   6.35       1.37    0.930      0.0725  0.597      10.47      4.07       -1.88       5.04        4.38    0.2283      0.1466      1.30    0.1673      0.2164 8234320.00
ALLL11  16.50   6.36       0.38    0.581      0.00    0.124      1.08       1.85       -0.28       5.51        3.38    0.314       0.0914      1.99    0.0793      0.0604 0.00   
BMKS3   306.01  6.38       0.68    8.690      0.1888  0.592      0.81       -21.83     0.94        2.85        2.90    -0.398      1.3618      36.30   -0.0901     0.1066 11564.20
ALLL4   3.32    6.40       0.39    0.584      0.00    0.125      1.08       1.86       -0.28       5.52        3.38    0.314       0.0914      1.99    0.0793      0.0604 0.00   
CEEB5   41.06   6.49       1.82    0.732      0.1111  0.388      -6.51      2.86       -0.69       6.33        5.15    0.2563      0.1128      0.79    0.1493      0.2797 886.45 
CEEB3   41.45   6.56       1.83    0.739      0.1101  0.391      -6.57      2.88       -0.69       6.35        5.18    0.2563      0.1128      0.79    0.1493      0.2797 123447.00
TKNO4   60.01   6.60       0.63    0.680      0.0609  0.499      1.32       6.89       1.46        5.11        4.05    0.0986      0.103       3.23    0.0938      0.0955 300.03 
CIQU3   12.49   6.63       1.05    0.413      0.00    0.515      3.33       4.25       7.55        7.50        5.23    0.0972      0.0622      1.36    0.127       0.1587 0.00   
CIQU4   12.49   6.63       1.05    0.413      0.00    0.515      3.33       4.25       7.55        7.50        5.23    0.0972      0.0622      1.36    0.127       0.1587 0.00   
DEXP3   11.29   6.65       1.54    0.589      0.0238  0.747      1.67       5.20       3.16        4.59        4.02    0.1134      0.1061      3.17    0.2252      0.2311 729609.00
RDNI3   4.62    6.71       0.35    0.348      0.0312  0.086      0.85       -47.24     -0.19       -222.35     1641.22 -0.0074     0.0596      1.55    -0.0019     0.0518 49898.90
TRPL4   24.11   6.72       0.88    2.758      0.0441  0.452      5.73       5.02       -1.47       7.31        7.25    0.5491      0.4193      1.90    0.0954      0.1314 98429500.00
VSTE3   14.50   6.92       1.60    1.488      0.008   0.976      9.24       60.11      -14.84      69.68       9.42    0.0248      0.2151      1.48    0.0181      0.2313 155461.00
CSRN6   27.00   6.92       3.17    1.241      0.1079  0.786      -137.52    4.45       -1.58       6.88        5.90    0.279       0.1794      0.98    0.2033      0.4587 416.43 
MRSA6B  23.56   6.97       1.26    1.307      0.0273  0.522      -52.08     3.47       -1.27       4.72        4.72    0.3771      0.1876      0.95    0.1778      0.1803 184.05 
MRSA5B  23.56   6.97       1.26    1.307      0.0273  0.522      -52.08     3.47       -1.27       4.72        4.72    0.3771      0.1876      0.95    0.1778      0.1803 357.15 
CSRN3   27.20   6.97       3.20    1.250      0.0973  0.792      -138.53    4.48       -1.59       6.91        5.93    0.279       0.1794      0.98    0.2033      0.4587 7431.65
VALE3   73.45   7.02       1.75    1.616      0.0869  0.748      64.71      4.17       -1.91       4.80        4.00    0.3876      0.2332      1.08    0.2011      0.2499 1686290000.00
BGIP3   25.94   7.05       0.71    0.000      0.124   0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1009 647.35 
ITSA4   9.55    7.14       1.24    13.302     0.0679  0.959      19.80      108.63     -15.62      111.74      52.30   0.1225      1.933       1.65    0.0097      0.1731 190486000.00
ITSA3   9.56    7.15       1.24    13.316     0.0679  0.960      19.82      108.74     -15.64      111.85      52.35   0.1225      1.933       1.65    0.0097      0.1731 2505840.00
AURE3   14.51   7.16       1.04    2.433      0.1034  0.465      3.90       16.86      -1.53       18.38       10.90   0.1444      0.3401      1.92    0.0339      0.1452 68451200.00
MRSA3B  24.25   7.17       1.29    1.345      0.00    0.537      -53.61     3.57       -1.31       4.82        4.82    0.3771      0.1876      0.95    0.1778      0.1803 434.48 
CSRN5   28.00   7.17       3.29    1.287      0.104   0.815      -142.61    4.61       -1.63       7.04        6.04    0.279       0.1794      0.98    0.2033      0.4587 336.50 
GEPA4   26.09   7.22       1.16    1.766      0.1231  0.694      -6.18      4.47       -2.57       5.31        3.97    0.3953      0.2444      0.54    0.1938      0.1606 29377.80
POMO4   6.09    7.24       1.71    0.898      0.0614  0.757      2.33       7.10       13.87       8.37        7.18    0.1265      0.1251      2.16    0.1458      0.2364 33531700.00
COCE3   50.01   7.24       0.92    0.448      0.0062  0.297      -2.26      2.68       -0.66       6.45        4.74    0.1672      0.0619      0.64    0.1266      0.1268 0.00   
SLCE3   37.60   7.25       1.60    0.866      0.075   0.504      2.12       3.56       -2.73       5.02        4.60    0.2434      0.1271      1.97    0.1642      0.2213 57891300.00
EKTR3   33.50   7.25       2.38    0.755      0.1091  0.587      14.42      3.29       -1.33       5.65        4.78    0.2291      0.1041      1.15    0.2127      0.3283 0.00   
DXCO3   7.19    7.27       0.92    0.796      0.0437  0.357      4.90       5.38       -1.12       9.45        4.89    0.1479      0.1124      1.34    0.0787      0.1266 38046600.00
MDNE3   11.49   7.35       0.75    0.907      0.00    0.300      1.32       5.40       -1.26       5.29        5.10    0.1679      0.1228      2.69    0.062       0.1015 4458410.00
KEPL3   10.83   7.37       2.86    1.287      0.0793  1.408      5.17       6.38       8.53        6.02        5.43    0.2017      0.1747      1.68    0.3303      0.3876 12039500.00
GEPA3   26.99   7.47       1.20    1.827      0.119   0.718      -6.39      4.62       -2.66       5.46        4.09    0.3953      0.2444      0.54    0.1938      0.1606 941.83 
JSLG3   9.73    7.48       1.66    0.394      0.0243  0.263      2.26       3.19       -0.48       9.02        6.11    0.1234      0.0527      1.64    0.0971      0.2215 3466660.00
ODER4   100.00  7.52       2.27    1.092      0.0336  1.282      2.61       7.57       4.59        8.39        7.75    0.1443      0.1452      3.21    0.1881      0.3011 0.00   
BMIN4   15.00   7.55       0.53    0.000      0.106   0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.07  2442.57
GETT4   2.40    7.55       1.24    1.336      0.00    0.081      3.13       6.04       3.36        6.86        4.78    0.2213      0.1766      1.03    0.0136      0.1641 0.00   
GETT3   2.40    7.55       1.24    1.336      0.00    0.081      3.13       6.04       3.36        6.86        4.78    0.2213      0.1766      1.03    0.0136      0.1641 0.00   
ALLD3   6.20    7.59       0.37    0.100      0.0571  0.167      0.57       3.22       1.18        4.63        3.36    0.031       0.0131      1.73    0.0845      0.049 179369.00
DPPI4   38.90   7.62       2.28    -0.665     0.00    1.718      3.98       87.28      4.46        73.74       73.74   -0.0076     -0.0504     3.14    0.03        0.2997 0.00   
ALLL3   3.97    7.65       0.46    0.699      0.00    0.149      1.29       2.22       -0.34       5.88        3.61    0.314       0.0914      1.99    0.0793      0.0604 0.00   
CCTU4   37.28   7.65       0.92    0.307      0.00    0.405      2.29       14.56      -28.32      21.77       21.77   0.021       0.04        1.48    0.0296      0.1207 0.00   
RSUL4   76.98   7.69       2.63    1.304      0.037   1.330      4.34       4.87       29.52       4.32        4.03    0.2678      0.1695      2.32    0.3492      0.3414 199806.00
BEES3   8.64    7.75       1.25    0.000      0.0727  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1617 109390.00
EQPA3   7.40    7.75       3.67    1.641      0.0199  1.140      10.50      5.24       -3.27       6.38        5.61    0.3132      0.2118      1.47    0.2683      0.4739 57906.70
CPFE3   36.26   7.78       2.30    1.046      0.0796  0.566      -13.63     3.87       -1.12       5.67        4.82    0.2701      0.1398      0.85    0.1665      0.2954 54424900.00
MSPA4   40.00   7.79       0.31    1.331      0.0015  0.179      5.25       -26.51     -0.56       -35.62      42.00   -0.0502     0.171       1.56    -0.0071     0.0394 0.00   
VULC4   18.00   7.84       2.23    1.601      0.00    1.581      2.92       8.92       3.85        8.94        7.49    0.1795      0.2041      4.39    0.2168      0.2843 0.00   
TASA4   14.36   7.86       1.64    0.927      0.0972  0.838      3.73       6.06       8.52        7.26        6.53    0.153       0.118       1.62    0.1567      0.2087 6016620.00
RAPT3   9.95    7.88       1.11    0.293      0.0514  0.257      0.84       2.26       -2.75       4.23        3.56    0.1296      0.0599      2.10    0.1551      0.1412 127113.00
TASA3   14.42   7.90       1.65    0.931      0.0968  0.841      3.74       6.09       8.56        7.29        6.55    0.153       0.118       1.62    0.1567      0.2087 287126.00
EQPA7   7.60    7.96       3.77    1.685      0.0194  1.171      10.78      5.38       -3.35       6.52        5.73    0.3132      0.2118      1.47    0.2683      0.4739 6589.10
WSON33  67.00   8.07       0.98    1.067      0.00    0.400      13.41      2.42       -0.89       5.08        5.08    0.4414      0.1358      1.26    0.1836      0.1217 0.00   
CMET4   3.91    8.10       5.38    3.068      0.00    3.136      9.47       5.72       27.20       5.34        5.34    0.5363      0.4303      2.64    0.814       0.664 0.00   
RDTR3   6.30    8.11       1.37    0.000      0.00    1.320      0.00       -1919.75   0.00        -1897.05    -219.41 0.00        0.00        0.00    0.00        0.1695 0.00   
EQPA5   7.80    8.17       3.87    1.729      0.0189  1.202      11.06      5.52       -3.44       6.66        5.86    0.3132      0.2118      1.47    0.2683      0.4739 1142.75
BBSE3   31.45   8.22       5.90    0.000      0.1106  3.874      0.00       7.24       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.718 144952000.00
PSSA3   27.71   8.24       1.51    0.573      0.0318  0.328      5.81       0.70       -2.78       0.25        0.25    0.824       0.0712      1.09    0.5964      0.1833 37160300.00
JHSF3   4.36    8.27       0.59    1.968      0.1075  0.275      1.49       6.40       -1.28       11.94       10.58   0.3073      0.2392      2.85    0.0452      0.071 13677600.00
VLID3   20.55   8.31       1.24    0.857      0.0444  0.628      2.49       3.66       27.20       4.27        3.36    0.2344      0.0972      2.00    0.2255      0.149 7868820.00
ITUB3   26.49   8.35       1.48    0.000      0.0565  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1772 12389200.00
CPRE3   18.23   8.36       1.81    3.001      0.00    0.893      -4.97      4.98       -2.83       4.79        3.89    0.6028      0.3652      0.50    0.2062      0.2164 0.00   
EKTR4   38.75   8.39       2.75    0.873      0.1037  0.679      16.68      3.81       -1.54       6.17        5.22    0.2291      0.1041      1.15    0.2127      0.3283 6321.42
BEES4   9.36    8.39       1.36    0.000      0.0671  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1617 39084.30
LAVV3   7.40    8.40       1.17    1.857      0.0477  0.672      1.32       9.76       2.09        7.71        7.67    0.1904      0.2384      3.44    0.0899      0.1394 3963950.00
LEVE4   44.49   8.41       3.84    1.359      0.00    1.915      6.21       7.39       13.14       7.37        6.56    0.1837      0.1613      1.91    0.3602      0.4573 0.00   
SHUL4   7.32    8.45       2.08    1.295      0.0406  1.090      2.76       8.74       6.04        8.67        7.19    0.1481      0.1532      2.50    0.1968      0.2466 3162210.00
AGIN3   5.29    8.46       1.23    1.816      0.00    0.565      1.29       10.92      3.55        14.68       14.68   0.1663      0.2183      2.72    0.0559      0.1456 0.00   
AELP3   1.93    8.49       -200.57 -0.062     0.00    5.216      0.00       -12.58     0.00        -11.94      -11.98  0.0049      -0.0073     0.00    0.00        -23.6383 0.00   
CPSL3   38.02   8.56       3.49    0.787      0.00    2.043      7.39       5.79       11.84       5.48        5.48    0.1359      0.092       1.89    0.5715      0.4082 0.00   
FESA4   46.57   8.58       1.27    1.577      0.0703  0.994      3.38       8.12       5.14        6.76        4.79    0.1943      0.184       3.60    0.1661      0.1476 7864390.00
TMGC12  550.00  8.71       1.12    0.800      0.00    0.770      4.66       12.27      8.22        10.94       10.94   0.0652      0.0918      1.69    0.0873      0.1283 0.00   
ACES4   94.73   8.74       2.27    1.683      0.00    1.430      6.37       7.16       20.65       6.50        6.50    0.2352      0.1927      2.05    0.269       0.2595 0.00   
EVEN3   6.97    8.77       0.72    0.551      0.0361  0.198      0.36       7.32       1.17        8.28        7.87    0.0752      0.088       3.51    0.032       0.082 6163100.00
ACES3   95.27   8.79       2.28    1.693      0.00    1.438      6.40       7.20       20.77       6.54        6.54    0.2352      0.1927      2.05    0.269       0.2595 0.00   
TRPL3   31.61   8.82       1.16    3.616      0.0336  0.592      7.51       6.59       -1.92       8.87        8.80    0.5491      0.4193      1.90    0.0954      0.1314 87914.30
SHOW3   2.07    8.86       0.91    0.342      0.00    0.199      4.87       2.11       -2.34       -0.24       -0.22   0.1622      0.0467      1.06    0.1641      0.103 543014.00
CZRS4   2.49    8.89       0.30    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0334 0.00   
TTEN3   11.17   8.89       1.75    0.685      0.00    0.840      3.79       10.69      6.80        10.91       9.94    0.0641      0.0766      1.52    0.1444      0.1974 15579200.00
BPAR3   182.07  8.90       0.98    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1101 0.00   
AFLU5   5.03    8.93       2.14    2.911      0.00    1.875      9.63       8.32       11.92       7.38        7.05    0.3498      0.3259      3.27    0.3118      0.2393 0.00   
PRIO3   45.91   8.94       3.16    4.015      0.00    1.428      33.15      7.22       -3.87       8.69        6.50    0.5562      0.4493      1.32    0.2199      0.3533 469105000.00
WLMM3   26.00   8.96       1.41    0.447      0.0414  1.147      2.62       7.42       3.07        6.70        6.47    0.0603      0.0499      4.54    0.1834      0.1577 1545.97
VIVO3   65.79   8.99       2.69    1.366      0.00    1.175      -29.21     6.21       -4.74       6.65        6.65    0.2201      0.152       0.89    0.2392      0.2988 0.00   
MSPA3   46.25   9.00       0.36    1.539      0.0012  0.207      6.07       -30.65     -0.64       -39.76      46.88   -0.0502     0.171       1.56    -0.0071     0.0394 0.00   
BRSR5   18.00   9.01       0.78    0.000      0.0533  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0862 185.40 
BLAU3   15.90   9.01       1.44    2.110      0.0377  0.928      2.47       9.71       5.47        10.16       9.15    0.2172      0.2317      3.44    0.1223      0.1603 9244690.00
CNFB4   5.99    9.01       1.57    1.511      0.00    0.872      3.47       8.27       53.95       10.05       7.85    0.1827      0.1677      2.20    0.1201      0.1739 0.00   
RAPT4   11.44   9.06       1.28    0.337      0.0447  0.295      0.97       2.60       -3.16       4.57        3.85    0.1296      0.0599      2.10    0.1551      0.1412 17834600.00
SOND3   46.01   9.09       1.97    0.667      0.1204  1.172      3.45       3.06       5.64        2.35        2.17    0.2184      0.0734      2.25    0.5507      0.2162 0.00   
KLBN4   4.68    9.13       2.36    1.413      0.0526  0.509      3.61       5.73       -1.07       10.28       6.08    0.2466      0.188       2.16    0.1106      0.2581 7188310.00
UNIP3   68.16   9.13       2.52    1.244      0.0256  1.142      5.57       5.54       -9.94       5.34        4.47    0.2246      0.1368      1.92    0.298       0.2761 740172.00
TUPY3   25.83   9.14       1.14    0.328      0.0301  0.373      1.16       4.06       -6.26       6.51        4.70    0.0808      0.037       2.10    0.123       0.1247 13845400.00
KLBN11  23.43   9.14       2.36    1.415      0.0526  0.509      3.61       5.74       -1.07       10.29       6.09    0.2466      0.188       2.16    0.1106      0.2581 98656600.00
AFLU3   5.15    9.15       2.19    2.981      0.00    1.919      9.86       8.52       12.21       7.57        7.24    0.3498      0.3259      3.27    0.3118      0.2393 0.00   
PTNT4   8.38    9.18       1.07    0.508      0.0253  0.470      1.75       7.21       12.68       8.80        5.73    0.0704      0.0811      2.11    0.0909      0.117 176157.00
KLBN3   4.71    9.19       2.37    1.422      0.0523  0.512      3.63       5.77       -1.08       10.32       6.11    0.2466      0.188       2.16    0.1106      0.2581 1641780.00
CSUD3   19.10   9.25       1.93    1.498      0.0515  1.309      20.48      7.00       -31.65      6.95        4.49    0.214       0.162       1.29    0.2289      0.2092 1269180.00
CYRE3   20.87   9.25       1.07    1.411      0.0245  0.490      1.44       10.68      26.01       13.59       13.10   0.1321      0.1519      2.93    0.0554      0.1159 111931000.00
ETER3   8.72    9.26       0.76    0.465      0.0374  0.431      1.72       6.55       7.96        7.84        5.50    0.071       0.0502      2.07    0.0727      0.0819 2210040.00
VULC3   21.25   9.26       2.63    1.890      0.044   1.866      3.45       10.53      4.55        10.55       8.84    0.1795      0.2041      4.39    0.2168      0.2843 9956900.00
SOJA3   15.28   9.31       1.94    0.928      0.0096  0.713      1.76       7.90       3.21        7.49        7.04    0.1176      0.1185      2.27    0.1507      0.2081 4320490.00
TGMA3   26.54   9.36       2.14    1.138      0.0644  1.502      4.41       8.10       7.51        7.69        6.92    0.1405      0.122       3.20    0.2503      0.2282 4296990.00
REDE3   6.50    9.43       2.35    0.890      0.1094  0.519      31.00      3.65       -1.01       6.35        5.29    0.2439      0.1292      1.07    0.1603      0.2489 73386.50
MRSL4   3.05    9.48       0.91    0.816      0.00    0.609      2.19       15.08      5.80        16.51       8.83    0.0541      0.0869      2.78    0.0444      0.0963 0.00   
AURA33  34.50   9.53       1.44    1.208      0.0422  0.578      3.86       4.07       -2.71       5.06        5.06    0.2971      0.1267      1.64    0.2059      0.1508 1915990.00
PLPL3   11.36   9.54       3.88    1.242      0.0141  1.170      2.06       5.15       6.54        5.41        5.23    0.2412      0.1326      2.96    0.3228      0.4072 13336200.00
HBOR3   2.89    9.55       0.28    0.338      0.0313  0.067      0.17       3.53       -5.65       18.78       14.81   0.0957      0.1228      3.03    0.0202      0.029 1355400.00
AGRO3   24.14   9.66       1.10    2.016      0.1331  0.716      3.41       9.50       44.10       11.35       8.33    0.2123      0.2086      2.34    0.0921      0.114 17438200.00
WIZC3   5.89    9.68       2.05    0.897      0.0756  0.411      -16.17     2.05       -1.14       2.28        1.81    0.4365      0.1781      0.90    0.2437      0.2118 2439970.00
TRIS3   5.54    9.69       0.78    1.069      0.0248  0.384      0.79       12.05      1.46        20.93       19.87   0.0887      0.1153      2.82    0.0359      0.0801 5284750.00
CXSE3   11.42   9.71       2.68    0.000      0.0885  2.660      17.93      -294.48    17.96       -278.33     -278.36 0.00        0.00        17.58   -0.0106     0.2765 42690800.00
CTWR3   100.00  9.76       56.77   0.317      0.00    1.141      3.79       -10.64     -142.17     -8.91       -8.91   -0.0298     0.0325      1.45    -0.2186     5.8191 0.00   
CAML3   7.64    9.77       0.91    0.250      0.0477  0.254      0.91       6.91       -2.24       15.30       9.21    0.0362      0.0256      1.84    0.0537      0.0928 9099960.00
VIVO4   71.80   9.81       2.93    1.491      0.00    1.282      -31.87     6.78       -5.17       7.22        7.22    0.2201      0.152       0.89    0.2392      0.2988 0.00   
ITUB4   31.11   9.81       1.74    0.000      0.0481  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1772 732156000.00
SMTO3   33.82   9.81       1.94    1.923      0.0487  0.626      3.42       8.73       -1.75       14.22       5.77    0.2203      0.1959      2.34    0.0802      0.1978 53848800.00
AESL3   10081.90 9.85       2.43    1.075      0.00    0.671      -25.42     4.60       -1.22       7.37        7.37    0.2334      0.1091      0.87    0.1563      0.2465 0.00   
AESL4   10081.90 9.85       2.43    1.075      0.00    0.671      -25.42     4.60       -1.22       7.37        7.37    0.2334      0.1091      0.87    0.1563      0.2465 0.00   
